historical_match_id,year,round,date,team1,team2,score,winner,ground,data_version
hist-2010-0762,2010,Round of 16,2010-06-28,Brazil,Chile,3-0,Brazil,"Ellis Park Stadium, Johannesburg",wc26-20260621T130433z
hist-2010-0763,2010,Round of 16,2010-06-29,Paraguay,Japan,0-0,Paraguay,"Loftus Versfeld Stadium, Pretoria",wc26-20260621T130433z
hist-2010-0764,2010,Round of 16,2010-06-29,Spain,Portugal,1-0,Spain,"Cape Town Stadium, Cape Town",wc26-20260621T130433z
hist-2010-0765,2010,Quarterfinals,2010-07-02,Netherlands,Brazil,2-1,Netherlands,"Nelson Mandela Bay Stadium, Port Elizabeth",wc26-20260621T130433z
hist-2010-0766,2010,Quarterfinals,2010-07-02,Uruguay,Ghana,1-1,Uruguay,"Soccer City, Johannesburg",wc26-20260621T130433z
hist-2010-0767,2010,Quarterfinals,2010-07-03,Argentina,Germany,0-4,Germany,"Cape Town Stadium, Cape Town",wc26-20260621T130433z
hist-2010-0768,2010,Quarterfinals,2010-07-03,Paraguay,Spain,0-1,Spain,"Ellis Park Stadium, Johannesburg",wc26-20260621T130433z
hist-2010-0769,2010,Semifinals,2010-07-06,Uruguay,Netherlands,2-3,Netherlands,"Cape Town Stadium, Cape Town",wc26-20260621T130433z
hist-2010-0770,2010,Semifinals,2010-07-07,Germany,Spain,0-1,Spain,"Moses Mabhida Stadium, Durban",wc26-20260621T130433z
hist-2010-0771,2010,Third-place play-off,2010-07-10,Uruguay,Germany,2-3,Germany,"Nelson Mandela Bay Stadium, Port Elizabeth",wc26-20260621T130433z
hist-2010-0772,2010,Final,2010-07-11,Netherlands,Spain,0-1,Spain,"Soccer City, Johannesburg",wc26-20260621T130433z
hist-2014-0773,2014,Matchday 1,2014-06-12,Brazil,Croatia,3-1,Brazil,"Arena de São Paulo, São Paulo",wc26-20260621T130433z
hist-2014-0774,2014,Matchday 2,2014-06-13,Mexico,Cameroon,1-0,Mexico,"Estádio das Dunas, Natal",wc26-20260621T130433z
hist-2014-0775,2014,Matchday 6,2014-06-17,Brazil,Mexico,0-0,draw,"Estádio Castelão, Fortaleza",wc26-20260621T130433z
hist-2014-0776,2014,Matchday 7,2014-06-18,Cameroon,Croatia,0-4,Croatia,"Arena Amazônia, Manaus",wc26-20260621T130433z
hist-2014-0777,2014,Matchday 12,2014-06-23,Cameroon,Brazil,1-4,Brazil,"Estádio Nacional Mané Garrincha, Brasília",wc26-20260621T130433z
hist-2014-0778,2014,Matchday 12,2014-06-23,Croatia,Mexico,1-3,Mexico,"Arena Pernambuco, Recife",wc26-20260621T130433z
hist-2014-0779,2014,Matchday 2,2014-06-13,Spain,Netherlands,1-5,Netherlands,"Arena Fonte Nova, Salvador",wc26-20260621T130433z
hist-2014-0780,2014,Matchday 2,2014-06-13,Chile,Australia,3-1,Chile,"Arena Pantanal, Cuiabá",wc26-20260621T130433z
hist-2014-0781,2014,Matchday 7,2014-06-18,Australia,Netherlands,2-3,Netherlands,"Estádio Beira-Rio, Porto Alegre",wc26-20260621T130433z
hist-2014-0782,2014,Matchday 7,2014-06-18,Spain,Chile,0-2,Chile,"Estádio do Maracanã, Rio de Janeiro",wc26-20260621T130433z
hist-2014-0783,2014,Matchday 12,2014-06-23,Australia,Spain,0-3,Spain,"Arena da Baixada, Curitiba",wc26-20260621T130433z
hist-2014-0784,2014,Matchday 12,2014-06-23,Netherlands,Chile,2-0,Netherlands,"Arena de São Paulo, São Paulo",wc26-20260621T130433z
hist-2014-0785,2014,Matchday 3,2014-06-14,Colombia,Greece,3-0,Colombia,"Estádio Mineirão, Belo Horizonte",wc26-20260621T130433z
hist-2014-0786,2014,Matchday 3,2014-06-14,Ivory Coast,Japan,2-1,Ivory Coast,"Arena Pernambuco, Recife",wc26-20260621T130433z
hist-2014-0787,2014,Matchday 8,2014-06-19,Colombia,Ivory Coast,2-1,Colombia,"Estádio Nacional Mané Garrincha, Brasília",wc26-20260621T130433z
hist-2014-0788,2014,Matchday 8,2014-06-19,Japan,Greece,0-0,draw,"Estádio das Dunas, Natal",wc26-20260621T130433z
hist-2014-0789,2014,Matchday 13,2014-06-24,Japan,Colombia,1-4,Colombia,"Arena Pantanal, Cuiabá",wc26-20260621T130433z
hist-2014-0790,2014,Matchday 13,2014-06-24,Greece,Ivory Coast,2-1,Greece,"Estádio Castelão, Fortaleza",wc26-20260621T130433z
hist-2014-0791,2014,Matchday 3,2014-06-14,Uruguay,Costa Rica,1-3,Costa Rica,"Estádio Castelão, Fortaleza",wc26-20260621T130433z
hist-2014-0792,2014,Matchday 3,2014-06-14,England,Italy,1-2,Italy,"Arena Amazônia, Manaus",wc26-20260621T130433z
hist-2014-0793,2014,Matchday 8,2014-06-19,Uruguay,England,2-1,Uruguay,"Arena de São Paulo, São Paulo",wc26-20260621T130433z
hist-2014-0794,2014,Matchday 9,2014-06-20,Italy,Costa Rica,0-1,Costa Rica,"Arena Pernambuco, Recife",wc26-20260621T130433z
hist-2014-0795,2014,Matchday 13,2014-06-24,Italy,Uruguay,0-1,Uruguay,"Estádio das Dunas, Natal",wc26-20260621T130433z
hist-2014-0796,2014,Matchday 13,2014-06-24,Costa Rica,England,0-0,draw,"Estádio Mineirão, Belo Horizonte",wc26-20260621T130433z
hist-2014-0797,2014,Matchday 4,2014-06-15,Switzerland,Ecuador,2-1,Switzerland,"Estádio Nacional Mané Garrincha, Brasília",wc26-20260621T130433z
hist-2014-0798,2014,Matchday 4,2014-06-15,France,Honduras,3-0,France,"Estádio Beira-Rio, Porto Alegre",wc26-20260621T130433z
hist-2014-0799,2014,Matchday 9,2014-06-20,Switzerland,France,2-5,France,"Arena Fonte Nova, Salvador",wc26-20260621T130433z
hist-2014-0800,2014,Matchday 9,2014-06-20,Honduras,Ecuador,1-2,Ecuador,"Arena da Baixada, Curitiba",wc26-20260621T130433z
hist-2014-0801,2014,Matchday 14,2014-06-25,Honduras,Switzerland,0-3,Switzerland,"Arena Amazônia, Manaus",wc26-20260621T130433z
hist-2014-0802,2014,Matchday 14,2014-06-25,Ecuador,France,0-0,draw,"Estádio do Maracanã, Rio de Janeiro",wc26-20260621T130433z
hist-2014-0803,2014,Matchday 4,2014-06-15,Argentina,Bosnia & Herzegovina,2-1,Argentina,"Estádio do Maracanã, Rio de Janeiro",wc26-20260621T130433z
hist-2014-0804,2014,Matchday 5,2014-06-16,Iran,Nigeria,0-0,draw,"Arena da Baixada, Curitiba",wc26-20260621T130433z
hist-2014-0805,2014,Matchday 10,2014-06-21,Argentina,Iran,1-0,Argentina,"Estádio Mineirão, Belo Horizonte",wc26-20260621T130433z
hist-2014-0806,2014,Matchday 10,2014-06-21,Nigeria,Bosnia & Herzegovina,1-0,Nigeria,"Arena Pantanal, Cuiabá",wc26-20260621T130433z
hist-2014-0807,2014,Matchday 14,2014-06-25,Nigeria,Argentina,2-3,Argentina,"Estádio Beira-Rio, Porto Alegre",wc26-20260621T130433z
hist-2014-0808,2014,Matchday 14,2014-06-25,Bosnia & Herzegovina,Iran,3-1,Bosnia & Herzegovina,"Arena Fonte Nova, Salvador",wc26-20260621T130433z
hist-2014-0809,2014,Matchday 5,2014-06-16,Germany,Portugal,4-0,Germany,"Arena Fonte Nova, Salvador",wc26-20260621T130433z
hist-2014-0810,2014,Matchday 5,2014-06-16,Ghana,USA,1-2,USA,"Estádio das Dunas, Natal",wc26-20260621T130433z
hist-2014-0811,2014,Matchday 10,2014-06-21,Germany,Ghana,2-2,draw,"Estádio Castelão, Fortaleza",wc26-20260621T130433z
hist-2014-0812,2014,Matchday 11,2014-06-22,USA,Portugal,2-2,draw,"Arena Amazônia, Manaus",wc26-20260621T130433z
hist-2014-0813,2014,Matchday 15,2014-06-26,USA,Germany,0-1,Germany,"Arena Pernambuco, Recife",wc26-20260621T130433z
hist-2014-0814,2014,Matchday 15,2014-06-26,Portugal,Ghana,2-1,Portugal,"Estádio Nacional Mané Garrincha, Brasília",wc26-20260621T130433z
hist-2014-0815,2014,Matchday 6,2014-06-17,Belgium,Algeria,2-1,Belgium,"Estádio Mineirão, Belo Horizonte",wc26-20260621T130433z
hist-2014-0816,2014,Matchday 6,2014-06-17,Russia,South Korea,1-1,draw,"Arena Pantanal, Cuiabá",wc26-20260621T130433z
hist-2014-0817,2014,Matchday 11,2014-06-22,Belgium,Russia,1-0,Belgium,"Estádio do Maracanã, Rio de Janeiro",wc26-20260621T130433z
hist-2014-0818,2014,Matchday 11,2014-06-22,South Korea,Algeria,2-4,Algeria,"Estádio Beira-Rio, Porto Alegre",wc26-20260621T130433z
hist-2014-0819,2014,Matchday 15,2014-06-26,South Korea,Belgium,0-1,Belgium,"Arena de São Paulo, São Paulo",wc26-20260621T130433z
hist-2014-0820,2014,Matchday 15,2014-06-26,Algeria,Russia,1-1,draw,"Arena da Baixada, Curitiba",wc26-20260621T130433z
hist-2014-0821,2014,Round of 16,2014-06-28,Brazil,Chile,1-1,Brazil,"Estádio Mineirão, Belo Horizonte",wc26-20260621T130433z
hist-2014-0822,2014,Round of 16,2014-06-28,Colombia,Uruguay,2-0,Colombia,"Estádio do Maracanã, Rio de Janeiro",wc26-20260621T130433z
hist-2014-0823,2014,Round of 16,2014-06-29,Netherlands,Mexico,2-1,Netherlands,"Estádio Castelão, Fortaleza",wc26-20260621T130433z
hist-2014-0824,2014,Round of 16,2014-06-29,Costa Rica,Greece,1-1,Costa Rica,"Arena Pernambuco, Recife",wc26-20260621T130433z
hist-2014-0825,2014,Round of 16,2014-06-30,France,Nigeria,2-0,France,"Estádio Nacional Mané Garrincha, Brasília",wc26-20260621T130433z
hist-2014-0826,2014,Round of 16,2014-06-30,Germany,Algeria,2-1,Germany,"Estádio Beira-Rio, Porto Alegre",wc26-20260621T130433z
hist-2014-0827,2014,Round of 16,2014-07-01,Argentina,Switzerland,1-0,Argentina,"Arena de São Paulo, São Paulo",wc26-20260621T130433z
hist-2014-0828,2014,Round of 16,2014-07-01,Belgium,USA,2-1,Belgium,"Arena Fonte Nova, Salvador",wc26-20260621T130433z
hist-2014-0829,2014,Quarter-finals,2014-07-04,France,Germany,0-1,Germany,"Estádio do Maracanã, Rio de Janeiro",wc26-20260621T130433z
hist-2014-0830,2014,Quarter-finals,2014-07-04,Brazil,Colombia,2-1,Brazil,"Estádio Castelão, Fortaleza",wc26-20260621T130433z
hist-2014-0831,2014,Quarter-finals,2014-07-05,Argentina,Belgium,1-0,Argentina,"Estádio Nacional Mané Garrincha, Brasília",wc26-20260621T130433z
hist-2014-0832,2014,Quarter-finals,2014-07-05,Netherlands,Costa Rica,0-0,Netherlands,"Arena Fonte Nova, Salvador",wc26-20260621T130433z
hist-2014-0833,2014,Semi-finals,2014-07-08,Brazil,Germany,1-7,Germany,"Estádio Mineirão, Belo Horizonte",wc26-20260621T130433z
hist-2014-0834,2014,Semi-finals,2014-07-09,Netherlands,Argentina,0-0,Argentina,"Arena de São Paulo, São Paulo",wc26-20260621T130433z
hist-2014-0835,2014,Match for third place,2014-07-12,Brazil,Netherlands,0-3,Netherlands,"Estádio Nacional Mané Garrincha, Brasília",wc26-20260621T130433z
hist-2014-0836,2014,Final,2014-07-13,Germany,Argentina,1-0,Germany,"Estádio do Maracanã, Rio de Janeiro",wc26-20260621T130433z
hist-2018-0837,2018,Matchday 1,2018-06-14,Russia,Saudi Arabia,5-0,Russia,"Luzhniki Stadium, Moscow",wc26-20260621T130433z
hist-2018-0838,2018,Matchday 2,2018-06-15,Egypt,Uruguay,0-1,Uruguay,"Ekaterinburg Arena, Ekaterinburg",wc26-20260621T130433z
hist-2018-0839,2018,Matchday 6,2018-06-19,Russia,Egypt,3-1,Russia,"Saint Petersburg Stadium, Saint Petersburg",wc26-20260621T130433z
hist-2018-0840,2018,Matchday 7,2018-06-20,Uruguay,Saudi Arabia,1-0,Uruguay,"Rostov Arena, Rostov-on-Don",wc26-20260621T130433z
hist-2018-0841,2018,Matchday 12,2018-06-25,Uruguay,Russia,3-0,Uruguay,"Samara Arena, Samara",wc26-20260621T130433z
hist-2018-0842,2018,Matchday 12,2018-06-25,Saudi Arabia,Egypt,2-1,Saudi Arabia,"Volgograd Arena, Volgograd",wc26-20260621T130433z
hist-2018-0843,2018,Matchday 2,2018-06-15,Morocco,Iran,0-1,Iran,"Saint Petersburg Stadium, Saint Petersburg",wc26-20260621T130433z
hist-2018-0844,2018,Matchday 2,2018-06-15,Portugal,Spain,3-3,draw,"Fisht Stadium, Sochi",wc26-20260621T130433z
hist-2018-0845,2018,Matchday 7,2018-06-20,Portugal,Morocco,1-0,Portugal,"Luzhniki Stadium, Moscow",wc26-20260621T130433z
hist-2018-0846,2018,Matchday 7,2018-06-20,Iran,Spain,0-1,Spain,"Kazan Arena, Kazan",wc26-20260621T130433z
hist-2018-0847,2018,Matchday 12,2018-06-25,Iran,Portugal,1-1,draw,"Mordovia Arena, Saransk",wc26-20260621T130433z
hist-2018-0848,2018,Matchday 12,2018-06-25,Spain,Morocco,2-2,draw,"Kaliningrad Stadium, Kaliningrad",wc26-20260621T130433z
hist-2018-0849,2018,Matchday 3,2018-06-16,France,Australia,2-1,France,"Kazan Arena, Kazan",wc26-20260621T130433z
hist-2018-0850,2018,Matchday 3,2018-06-16,Peru,Denmark,0-1,Denmark,"Mordovia Arena, Saransk",wc26-20260621T130433z
hist-2018-0851,2018,Matchday 8,2018-06-21,Denmark,Australia,1-1,draw,"Samara Arena, Samara",wc26-20260621T130433z
hist-2018-0852,2018,Matchday 8,2018-06-21,France,Peru,1-0,France,"Ekaterinburg Arena, Ekaterinburg",wc26-20260621T130433z
hist-2018-0853,2018,Matchday 13,2018-06-26,Denmark,France,0-0,draw,"Luzhniki Stadium, Moscow",wc26-20260621T130433z
hist-2018-0854,2018,Matchday 13,2018-06-26,Australia,Peru,0-2,Peru,"Fisht Stadium, Sochi",wc26-20260621T130433z
hist-2018-0855,2018,Matchday 3,2018-06-16,Argentina,Iceland,1-1,draw,"Spartak Stadium, Moscow",wc26-20260621T130433z
hist-2018-0856,2018,Matchday 3,2018-06-16,Croatia,Nigeria,2-0,Croatia,"Kaliningrad Stadium, Kaliningrad",wc26-20260621T130433z
hist-2018-0857,2018,Matchday 8,2018-06-21,Argentina,Croatia,0-3,Croatia,"Nizhny Novgorod Stadium, Nizhny Novgorod",wc26-20260621T130433z
hist-2018-0858,2018,Matchday 9,2018-06-22,Nigeria,Iceland,2-0,Nigeria,"Volgograd Arena, Volgograd",wc26-20260621T130433z
hist-2018-0859,2018,Matchday 13,2018-06-26,Nigeria,Argentina,1-2,Argentina,"Saint Petersburg Stadium, Saint Petersburg",wc26-20260621T130433z
hist-2018-0860,2018,Matchday 13,2018-06-26,Iceland,Croatia,1-2,Croatia,"Rostov Arena, Rostov-on-Don",wc26-20260621T130433z
hist-2018-0861,2018,Matchday 4,2018-06-17,Costa Rica,Serbia,0-1,Serbia,"Samara Arena, Samara",wc26-20260621T130433z
hist-2018-0862,2018,Matchday 4,2018-06-17,Brazil,Switzerland,1-1,draw,"Rostov Arena, Rostov-on-Don",wc26-20260621T130433z
hist-2018-0863,2018,Matchday 9,2018-06-22,Brazil,Costa Rica,2-0,Brazil,"Saint Petersburg Stadium, Saint Petersburg",wc26-20260621T130433z
hist-2018-0864,2018,Matchday 9,2018-06-22,Serbia,Switzerland,1-2,Switzerland,"Kaliningrad Stadium, Kaliningrad",wc26-20260621T130433z
hist-2018-0865,2018,Matchday 14,2018-06-27,Serbia,Brazil,0-2,Brazil,"Spartak Stadium, Moscow",wc26-20260621T130433z
hist-2018-0866,2018,Matchday 14,2018-06-27,Switzerland,Costa Rica,2-2,draw,"Nizhny Novgorod Stadium, Nizhny Novgorod",wc26-20260621T130433z
hist-2018-0867,2018,Matchday 4,2018-06-17,Germany,Mexico,0-1,Mexico,"Luzhniki Stadium, Moscow",wc26-20260621T130433z
hist-2018-0868,2018,Matchday 5,2018-06-18,Sweden,South Korea,1-0,Sweden,"Nizhny Novgorod Stadium, Nizhny Novgorod",wc26-20260621T130433z
hist-2018-0869,2018,Matchday 10,2018-06-23,South Korea,Mexico,1-2,Mexico,"Rostov Arena, Rostov-on-Don",wc26-20260621T130433z
hist-2018-0870,2018,Matchday 10,2018-06-23,Germany,Sweden,2-1,Germany,"Fisht Stadium, Sochi",wc26-20260621T130433z
hist-2018-0871,2018,Matchday 14,2018-06-27,South Korea,Germany,2-0,South Korea,"Kazan Arena, Kazan",wc26-20260621T130433z
hist-2018-0872,2018,Matchday 14,2018-06-27,Mexico,Sweden,0-3,Sweden,"Ekaterinburg Arena, Ekaterinburg",wc26-20260621T130433z
hist-2018-0873,2018,Matchday 5,2018-06-18,Belgium,Panama,3-0,Belgium,"Fisht Stadium, Sochi",wc26-20260621T130433z
hist-2018-0874,2018,Matchday 5,2018-06-18,Tunisia,England,1-2,England,"Volgograd Arena, Volgograd",wc26-20260621T130433z
hist-2018-0875,2018,Matchday 10,2018-06-23,Belgium,Tunisia,5-2,Belgium,"Spartak Stadium, Moscow",wc26-20260621T130433z
hist-2018-0876,2018,Matchday 11,2018-06-24,England,Panama,6-1,England,"Nizhny Novgorod Stadium, Nizhny Novgorod",wc26-20260621T130433z
hist-2018-0877,2018,Matchday 15,2018-06-28,England,Belgium,0-1,Belgium,"Kaliningrad Stadium, Kaliningrad",wc26-20260621T130433z
hist-2018-0878,2018,Matchday 15,2018-06-28,Panama,Tunisia,1-2,Tunisia,"Mordovia Arena, Saransk",wc26-20260621T130433z
hist-2018-0879,2018,Matchday 6,2018-06-19,Colombia,Japan,1-2,Japan,"Mordovia Arena, Saransk",wc26-20260621T130433z
hist-2018-0880,2018,Matchday 6,2018-06-19,Poland,Senegal,1-2,Senegal,"Spartak Stadium, Moscow",wc26-20260621T130433z
hist-2018-0881,2018,Matchday 11,2018-06-24,Japan,Senegal,2-2,draw,"Ekaterinburg Arena, Ekaterinburg",wc26-20260621T130433z
hist-2018-0882,2018,Matchday 11,2018-06-24,Poland,Colombia,0-3,Colombia,"Kazan Arena, Kazan",wc26-20260621T130433z
hist-2018-0883,2018,Matchday 15,2018-06-28,Japan,Poland,0-1,Poland,"Volgograd Arena, Volgograd",wc26-20260621T130433z
hist-2018-0884,2018,Matchday 15,2018-06-28,Senegal,Colombia,0-1,Colombia,"Samara Arena, Samara",wc26-20260621T130433z
hist-2018-0885,2018,Round of 16,2018-06-30,France,Argentina,4-3,France,"Kazan Arena, Kazan",wc26-20260621T130433z
hist-2018-0886,2018,Round of 16,2018-06-30,Uruguay,Portugal,2-1,Uruguay,"Fisht Stadium, Sochi",wc26-20260621T130433z
hist-2018-0887,2018,Round of 16,2018-07-01,Spain,Russia,1-1,Russia,"Luzhniki Stadium, Moscow",wc26-20260621T130433z
hist-2018-0888,2018,Round of 16,2018-07-01,Croatia,Denmark,1-1,Croatia,"Nizhny Novgorod Stadium, Nizhny Novgorod",wc26-20260621T130433z
hist-2018-0889,2018,Round of 16,2018-07-02,Brazil,Mexico,2-0,Brazil,"Samara Arena, Samara",wc26-20260621T130433z
hist-2018-0890,2018,Round of 16,2018-07-02,Belgium,Japan,3-2,Belgium,"Rostov Arena, Rostov-on-Don",wc26-20260621T130433z
hist-2018-0891,2018,Round of 16,2018-07-03,Sweden,Switzerland,1-0,Sweden,"Saint Petersburg Stadium, Saint Petersburg",wc26-20260621T130433z
hist-2018-0892,2018,Round of 16,2018-07-03,Colombia,England,1-1,England,"Spartak Stadium, Moscow",wc26-20260621T130433z
hist-2018-0893,2018,Quarter-finals,2018-07-06,Uruguay,France,0-2,France,"Nizhny Novgorod Stadium, Nizhny Novgorod",wc26-20260621T130433z
hist-2018-0894,2018,Quarter-finals,2018-07-06,Brazil,Belgium,1-2,Belgium,"Kazan Arena, Kazan",wc26-20260621T130433z
hist-2018-0895,2018,Quarter-finals,2018-07-07,Sweden,England,0-2,England,"Samara Arena, Samara",wc26-20260621T130433z
hist-2018-0896,2018,Quarter-finals,2018-07-07,Russia,Croatia,2-2,Croatia,"Fisht Stadium, Sochi",wc26-20260621T130433z
hist-2018-0897,2018,Semi-finals,2018-07-10,France,Belgium,1-0,France,"Saint Petersburg Stadium, St. Petersburg",wc26-20260621T130433z
hist-2018-0898,2018,Semi-finals,2018-07-11,Croatia,England,2-1,Croatia,"Luzhniki Stadium, Moscow",wc26-20260621T130433z
hist-2018-0899,2018,Match for third place,2018-07-14,Belgium,England,2-0,Belgium,"Saint Petersburg Stadium, St. Petersburg",wc26-20260621T130433z
hist-2018-0900,2018,Final,2018-07-15,France,Croatia,4-2,France,"Luzhniki Stadium, Moscow",wc26-20260621T130433z
hist-2022-0901,2022,Matchday 1,2022-11-20,Qatar,Ecuador,0-2,Ecuador,"Al Bayt Stadium, Al Khor",wc26-20260621T130433z
hist-2022-0902,2022,Matchday 2,2022-11-21,Senegal,Netherlands,0-2,Netherlands,"Al Thumama Stadium, Doha",wc26-20260621T130433z
hist-2022-0903,2022,Matchday 6,2022-11-25,Qatar,Senegal,1-3,Senegal,"Al Thumama Stadium, Doha",wc26-20260621T130433z
hist-2022-0904,2022,Matchday 6,2022-11-25,Netherlands,Ecuador,1-1,draw,"Khalifa International Stadium, Al Rayyan",wc26-20260621T130433z
hist-2022-0905,2022,Matchday 10,2022-11-29,Ecuador,Senegal,1-2,Senegal,"Khalifa International Stadium, Al Rayyan",wc26-20260621T130433z
hist-2022-0906,2022,Matchday 10,2022-11-29,Netherlands,Qatar,2-0,Netherlands,"Al Bayt Stadium, Al Khor",wc26-20260621T130433z
hist-2022-0907,2022,Matchday 2,2022-11-21,England,Iran,6-2,England,"Khalifa International Stadium, Al Rayyan",wc26-20260621T130433z
hist-2022-0908,2022,Matchday 2,2022-11-21,USA,Wales,1-1,draw,"Ahmad bin Ali Stadium, Al Rayyan",wc26-20260621T130433z
hist-2022-0909,2022,Matchday 6,2022-11-25,Wales,Iran,0-2,Iran,"Ahmad bin Ali Stadium, Al Rayyan",wc26-20260621T130433z
hist-2022-0910,2022,Matchday 6,2022-11-25,England,USA,0-0,draw,"Al Bayt Stadium, Al Khor",wc26-20260621T130433z
hist-2022-0911,2022,Matchday 10,2022-11-29,Wales,England,0-3,England,"Ahmad bin Ali Stadium, Al Rayyan",wc26-20260621T130433z
hist-2022-0912,2022,Matchday 10,2022-11-29,Iran,USA,0-1,USA,"Al Thumama Stadium, Doha",wc26-20260621T130433z
hist-2022-0913,2022,Matchday 3,2022-11-22,Argentina,Saudi Arabia,1-2,Saudi Arabia,"Lusail Iconic Stadium, Lusail",wc26-20260621T130433z
hist-2022-0914,2022,Matchday 3,2022-11-22,Mexico,Poland,0-0,draw,"Stadium 974, Doha",wc26-20260621T130433z
hist-2022-0915,2022,Matchday 7,2022-11-26,Poland,Saudi Arabia,2-0,Poland,"Education City Stadium, Al Rayyan",wc26-20260621T130433z
hist-2022-0916,2022,Matchday 7,2022-11-26,Argentina,Mexico,2-0,Argentina,"Lusail Iconic Stadium, Lusail",wc26-20260621T130433z
hist-2022-0917,2022,Matchday 11,2022-11-30,Poland,Argentina,0-2,Argentina,"Stadium 974, Doha",wc26-20260621T130433z
hist-2022-0918,2022,Matchday 11,2022-11-30,Saudi Arabia,Mexico,1-2,Mexico,"Lusail Iconic Stadium, Lusail",wc26-20260621T130433z
hist-2022-0919,2022,Matchday 3,2022-11-22,Denmark,Tunisia,0-0,draw,"Education City Stadium, Al Rayyan",wc26-20260621T130433z
hist-2022-0920,2022,Matchday 3,2022-11-22,France,Australia,4-1,France,"Al Janoub Stadium, Al Wakrah",wc26-20260621T130433z
hist-2022-0921,2022,Matchday 7,2022-11-26,Tunisia,Australia,0-1,Australia,"Al Janoub Stadium, Al Wakrah",wc26-20260621T130433z
hist-2022-0922,2022,Matchday 7,2022-11-26,France,Denmark,2-1,France,"Stadium 974, Doha",wc26-20260621T130433z
hist-2022-0923,2022,Matchday 11,2022-11-30,Australia,Denmark,1-0,Australia,"Al Janoub Stadium, Al Wakrah",wc26-20260621T130433z
hist-2022-0924,2022,Matchday 11,2022-11-30,Tunisia,France,1-0,Tunisia,"Education City Stadium, Al Rayyan",wc26-20260621T130433z
hist-2022-0925,2022,Matchday 4,2022-11-23,Germany,Japan,1-2,Japan,"Khalifa International Stadium, Al Rayyan",wc26-20260621T130433z
hist-2022-0926,2022,Matchday 4,2022-11-23,Spain,Costa Rica,7-0,Spain,"Al Thumama Stadium, Doha",wc26-20260621T130433z
hist-2022-0927,2022,Matchday 8,2022-11-27,Japan,Costa Rica,0-1,Costa Rica,"Ahmad bin Ali Stadium, Al Rayyan",wc26-20260621T130433z
hist-2022-0928,2022,Matchday 8,2022-11-27,Spain,Germany,1-1,draw,"Al Bayt Stadium, Al Khor",wc26-20260621T130433z
hist-2022-0929,2022,Matchday 12,2022-12-01,Japan,Spain,2-1,Japan,"Khalifa International Stadium, Al Rayyan",wc26-20260621T130433z
hist-2022-0930,2022,Matchday 12,2022-12-01,Costa Rica,Germany,2-4,Germany,"Al Bayt Stadium, Al Khor",wc26-20260621T130433z
hist-2022-0931,2022,Matchday 4,2022-11-23,Morocco,Croatia,0-0,draw,"Al Bayt Stadium, Al Khor",wc26-20260621T130433z
hist-2022-0932,2022,Matchday 4,2022-11-23,Belgium,Canada,1-0,Belgium,"Ahmad bin Ali Stadium, Al Rayyan",wc26-20260621T130433z
hist-2022-0933,2022,Matchday 8,2022-11-27,Belgium,Morocco,0-2,Morocco,"Al Thumama Stadium, Doha",wc26-20260621T130433z
hist-2022-0934,2022,Matchday 8,2022-11-27,Croatia,Canada,4-1,Croatia,"Khalifa International Stadium, Al Rayyan",wc26-20260621T130433z
hist-2022-0935,2022,Matchday 12,2022-12-01,Croatia,Belgium,0-0,draw,"Ahmad bin Ali Stadium, Al Rayyan",wc26-20260621T130433z
hist-2022-0936,2022,Matchday 12,2022-12-01,Canada,Morocco,1-2,Morocco,"Al Thumama Stadium, Doha",wc26-20260621T130433z
hist-2022-0937,2022,Matchday 5,2022-11-24,Switzerland,Cameroon,1-0,Switzerland,"Al Janoub Stadium, Al Wakrah",wc26-20260621T130433z
hist-2022-0938,2022,Matchday 5,2022-11-24,Brazil,Serbia,2-0,Brazil,"Lusail Iconic Stadium, Lusail",wc26-20260621T130433z
hist-2022-0939,2022,Matchday 9,2022-11-28,Cameroon,Serbia,3-3,draw,"Al Janoub Stadium, Al Wakrah",wc26-20260621T130433z
hist-2022-0940,2022,Matchday 9,2022-11-28,Brazil,Switzerland,1-0,Brazil,"Stadium 974, Doha",wc26-20260621T130433z
hist-2022-0941,2022,Matchday 13,2022-12-02,Serbia,Switzerland,2-3,Switzerland,"Stadium 974, Doha",wc26-20260621T130433z
hist-2022-0942,2022,Matchday 13,2022-12-02,Cameroon,Brazil,1-0,Cameroon,"Lusail Iconic Stadium, Lusail",wc26-20260621T130433z
hist-2022-0943,2022,Matchday 5,2022-11-24,Uruguay,South Korea,0-0,draw,"Education City Stadium, Al Rayyan",wc26-20260621T130433z
hist-2022-0944,2022,Matchday 5,2022-11-24,Portugal,Ghana,3-2,Portugal,"Stadium 974, Doha",wc26-20260621T130433z
hist-2022-0945,2022,Matchday 9,2022-11-28,South Korea,Ghana,2-3,Ghana,"Education City Stadium, Al Rayyan",wc26-20260621T130433z
hist-2022-0946,2022,Matchday 9,2022-11-28,Portugal,Uruguay,2-0,Portugal,"Lusail Iconic Stadium, Lusail",wc26-20260621T130433z
hist-2022-0947,2022,Matchday 13,2022-12-02,Ghana,Uruguay,0-2,Uruguay,"Al Janoub Stadium, Al Wakrah",wc26-20260621T130433z
hist-2022-0948,2022,Matchday 13,2022-12-02,South Korea,Portugal,2-1,South Korea,"Lusail Iconic Stadium, Lusail",wc26-20260621T130433z
